name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent_team,web_name
Virgil van Dijk,DEF,Liverpool,0.0,0,1,29,1,0.8,280,0.0,0.0,0.0,0.0,118,0,0,2.3,19.8,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,1733887,0,0,1,2.0,7,190537,211482,20945,64,True,0,West Ham,Van Dijk
Yerry Mina,DEF,Everton,0.0,0,0,0,0,0.0,188,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,5836,0,0,1,0.0,0,-142,5,147,43,False,0,Newcastle,Mina
Jaden Philogene-Bidace,MID,Aston Villa,0.0,0,0,0,0,0.0,55,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,257,0,0,3,0.0,0,-5,0,5,45,False,0,Fulham,Philogene-Bidace
Remo Freuler,MID,Nott'm Forest,0.0,0,0,6,1,1.8,582,0.0,0.0,0.0,0.0,114,0,0,0.6,4.4,2022-10-18T18:30:00Z,90,0,0,0,0,12,0,2113,0,0,0,0.0,2,15,115,100,50,False,1,Brighton,Freuler
Jeff Hendrick,MID,Newcastle,0.0,0,0,0,0,0.0,375,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,260,0,0,1,0.0,0,-3,0,3,45,True,0,Everton,Hendrick
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0.0,446,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,0,0,0,0,12,0,478982,0,0,2,0.0,0,-40704,997,41701,80,False,0,Man Utd,Kulusevski
Leon Bailey,MID,Aston Villa,0.0,0,0,-4,0,14.8,45,0.0,0.0,0.0,0.0,116,1,0,3.6,2.0,2022-10-20T18:30:00Z,57,0,0,0,0,12,0,482452,0,0,3,19.0,0,-13641,11103,24744,46,False,1,Fulham,Bailey
James Maddison,MID,Leicester,0.0,0,0,0,0,0.0,261,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,784777,0,0,2,0.0,0,-984736,20966,1005702,82,True,0,Leeds,Maddison
Joseph Whitworth,GK,Crystal Palace,0.0,0,0,0,0,0.0,590,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,0,0,0,0,12,0,15137,0,1,2,0.0,0,-169,211,380,40,True,0,Wolves,Whitworth
Davinson Sánchez,DEF,Spurs,0.0,0,0,2,0,1.0,435,0.0,0.0,0.0,0.0,119,0,0,0.3,2.2,2022-10-19T19:15:00Z,8,0,0,0,0,12,0,75304,0,0,2,0.0,1,-2983,543,3526,44,False,0,Man Utd,Sánchez
Raheem Sterling,MID,Chelsea,0.0,0,0,8,0,29.2,304,0.0,0.0,0.0,0.0,113,0,0,5.7,7.8,2022-10-19T18:30:00Z,28,0,0,0,0,12,0,890935,0,0,0,20.0,1,-13489,53289,66778,99,False,0,Brentford,Sterling
Jordan Henderson,MID,Liverpool,0.0,0,0,17,1,28.5,275,0.0,0.0,0.0,0.0,118,0,0,5.8,16.6,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,56479,0,0,1,13.0,3,-209,956,1165,53,True,0,West Ham,Henderson
Nathan Collins,DEF,Wolves,0.0,0,0,12,0,0.3,516,0.0,0.0,0.0,0.0,115,2,0,2.7,26.2,2022-10-18T19:15:00Z,90,0,0,0,0,12,0,86481,0,1,2,0.0,1,-984,2372,3356,45,False,0,Crystal Palace,Collins
Christian Pulisic,MID,Chelsea,0.0,0,0,4,0,33.3,140,0.0,0.0,0.0,0.0,113,0,0,7.4,11.6,2022-10-19T18:30:00Z,29,0,0,0,0,12,0,70452,0,0,0,29.0,1,629,6349,5720,57,False,0,Brentford,Pulisic
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,0,0.0,75,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,7325,0,1,0,0.0,0,-5,314,319,53,True,0,Southampton,Anthony
Pascal Struijk,DEF,Leeds,0.0,0,0,0,0,0.0,235,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,151123,0,0,2,0.0,0,18889,23774,4885,45,False,0,Leicester,Struijk
Matt Targett,DEF,Newcastle,0.0,0,0,0,0,0.0,367,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,104777,0,0,1,0.0,0,1236,7908,6672,49,True,0,Everton,Targett
Alex McCarthy,GK,Southampton,0.0,0,0,0,0,0.0,401,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,20726,0,1,0,0.0,0,-308,343,651,43,False,0,Bournemouth,McCarthy
Jamal Lowe,MID,Bournemouth,0.0,0,0,0,0,0.0,61,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,2966,0,1,0,0.0,0,-40,48,88,52,True,0,Southampton,Lowe
Ryan Yates,MID,Nott'm Forest,0.0,0,0,5,1,0.8,387,0.0,0.0,0.0,0.0,114,0,0,1.5,10.0,2022-10-18T18:30:00Z,90,0,0,0,0,12,0,4436,0,0,0,4.0,3,34,329,295,50,False,0,Brighton,Yates
Darwin Núñez Ribeiro,FWD,Liverpool,0.0,0,0,23,0,2.9,297,0.0,0.0,0.0,0.0,118,0,1,10.1,33.2,2022-10-19T18:30:00Z,56,0,0,0,0,12,0,704853,0,0,1,65.0,5,50021,71897,21876,88,True,0,West Ham,Darwin
Calum Chambers,DEF,Aston Villa,0.0,0,0,0,0,0.0,32,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,18869,0,0,3,0.0,0,-173,282,455,43,False,0,Fulham,Chambers
Seamus Coleman,DEF,Everton,0.0,0,0,15,0,1.4,178,0.0,0.0,0.0,0.0,120,1,0,0.7,6.0,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,12516,0,0,1,0.0,2,520,951,431,45,False,0,Newcastle,Coleman
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,624,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,969,0,1,0,0.0,0,-35,49,84,49,False,0,Bournemouth,Edozie
Rodrigo Muniz Carvalho,FWD,Fulham,0.0,0,0,0,0,0.0,218,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,4174,0,0,3,0.0,0,-89,0,89,54,True,0,Aston Villa,Muniz
Theo Walcott,MID,Southampton,0.0,0,0,0,0,0.0,400,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,3056,0,1,0,0.0,0,-44,102,146,49,False,0,Bournemouth,Walcott
Marc Roca Junqué,MID,Leeds,0.0,0,0,3,0,1.8,245,0.0,0.0,0.0,0.0,117,2,0,0.4,2.0,2022-10-20T19:15:00Z,45,0,0,0,0,12,0,13038,0,0,2,0.0,1,-627,222,849,49,False,0,Leicester,Roca
Vladimir Coufal,DEF,West Ham,0.0,0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,93838,0,0,1,0.0,0,-10087,1240,11327,43,False,0,Liverpool,Coufal
Shane Duffy,DEF,Fulham,0.0,0,0,0,0,0.0,105,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,16138,0,0,3,0.0,0,-361,148,509,44,True,0,Aston Villa,Duffy
Frédéric Guilbert,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,91439,0,0,3,0.0,0,-1067,2092,3159,39,False,0,Fulham,Guilbert
Rasmus Kristensen,DEF,Leeds,0.0,0,0,15,0,19.7,244,0.0,0.0,0.0,0.0,117,2,0,4.8,25.6,2022-10-20T19:15:00Z,90,0,0,0,0,12,0,50114,0,0,2,3.0,1,2247,3736,1489,48,False,0,Leicester,Kristensen
Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,15,1,23.9,593,0.0,0.0,0.0,0.0,119,0,0,4.2,13.2,2022-10-19T19:15:00Z,86,0,0,0,0,12,0,154139,0,0,2,5.0,2,53,6440,6387,49,True,1,Spurs,Casemiro
Carlos Vinícius Alves Morais,FWD,Fulham,0.0,0,0,2,0,0.0,618,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,5,0,0,0,0,12,0,5902,0,0,3,0.0,1,-876,433,1309,55,True,0,Aston Villa,Vinícius
Danny Ings,FWD,Aston Villa,0.0,0,0,5,0,11.1,30,0.0,0.0,0.0,0.0,116,2,0,11.2,11.4,2022-10-20T18:30:00Z,68,0,0,0,0,12,0,104260,0,0,3,89.0,2,-469,3421,3890,67,False,0,Fulham,Ings
Andros Townsend,MID,Everton,0.0,0,0,0,0,0.0,179,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,604,0,0,1,0.0,0,1,19,18,54,False,0,Newcastle,Townsend
Renan Augusto Lodi dos Santos,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,602,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,0,0,0,0,12,0,13884,0,0,0,0.0,0,-2800,141,2941,44,False,0,Brighton,Renan Lodi
Marcus Tavernier,MID,Bournemouth,0.0,0,0,7,0,11.9,535,0.0,0.0,0.0,0.0,112,1,0,7.2,10.4,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,12685,0,1,0,50.0,2,-228,497,725,49,True,0,Southampton,Tavernier
Ivan Neves Abreu Cavaleiro,MID,Fulham,0.0,0,0,0,0,0.0,214,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,3344,0,0,3,0.0,0,-139,0,139,48,True,0,Aston Villa,Cavaleiro
Jonjo Shelvey,MID,Newcastle,0.0,0,0,0,0,0.0,349,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,2088,0,0,1,0.0,0,40,82,42,48,True,0,Everton,Shelvey
Victor Lindelöf,DEF,Man Utd,0.0,0,0,0,0,0.0,337,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,0,0,0,0,12,0,11207,0,0,2,0.0,0,-118,480,598,43,True,0,Spurs,Lindelöf
Miguel Almirón Rejala,MID,Newcastle,0.0,0,2,26,1,14.9,369,0.0,0.0,0.0,0.0,120,0,1,8.4,41.0,2022-10-19T18:30:00Z,72,0,0,0,0,12,0,1004630,0,0,1,28.0,10,190403,215067,24664,52,True,0,Everton,Almirón
Odsonne Edouard,FWD,Crystal Palace,0.0,1,0,18,0,15.5,166,0.0,0.0,0.0,0.0,115,1,0,7.2,24.4,2022-10-18T19:15:00Z,80,0,0,0,0,12,0,349820,0,1,2,32.0,5,19260,44212,24952,53,True,0,Wolves,Edouard
Christian Benteke,FWD,Crystal Palace,0.0,0,0,0,0,0.0,155,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,0,0,0,0,12,0,16930,0,1,2,0.0,0,-286,0,286,55,True,0,Wolves,Benteke
Tim Iroegbunam,MID,Aston Villa,0.0,0,0,0,0,0.0,49,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2022-10-20T18:30:00Z,0,0,0,0,0,12,0,2260,0,0,3,0.0,0,-63,0,63,45,False,0,Fulham,Iroegbunam
Lyle Taylor,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,380,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,0,0,0,0,12,0,560933,0,0,0,0.0,0,-28117,12718,40835,43,False,0,Brighton,Lyle Taylor
Jack Colback,MID,Nott'm Forest,0.0,0,0,0,0,0.0,381,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,0,0,0,0,12,0,81998,0,0,0,0.0,0,-10820,304,11124,43,False,0,Brighton,Colback
Elliot Anderson,MID,Newcastle,0.0,0,0,3,0,14.3,552,0.0,0.0,0.0,0.0,120,0,0,4.1,4.2,2022-10-19T18:30:00Z,18,0,0,0,0,12,0,18915,0,0,1,22.0,1,-547,472,1019,45,True,0,Everton,Anderson
Deniz Undav,FWD,Brighton,0.0,0,0,4,0,12.7,123,0.0,0.0,0.0,0.0,114,0,0,1.9,2.0,2022-10-18T18:30:00Z,5,0,0,0,0,12,0,29437,0,0,0,4.0,1,-583,802,1385,51,True,0,Nott'm Forest,Undav
Tom Cairney,MID,Fulham,0.0,0,0,3,0,1.5,200,0.0,0.0,0.0,0.0,116,0,0,0.4,2.0,2022-10-20T18:30:00Z,17,0,0,0,0,12,0,5226,0,0,3,0.0,1,-78,163,241,47,True,0,Aston Villa,Cairney
Wilfried Gnonto,FWD,Leeds,0.0,0,0,0,0,0.0,619,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,6576,0,0,2,0.0,0,-400,346,746,50,False,0,Leicester,Gnonto
Jonathan Castro Otto,DEF,Wolves,0.0,0,0,0,0,0.0,477,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2022-10-18T19:15:00Z,0,0,0,0,0,12,0,119189,0,1,2,0.0,0,6034,14500,8466,44,False,0,Crystal Palace,Jonny
Marcos Senesi,DEF,Bournemouth,0.0,0,0,11,0,11.4,576,0.0,0.0,0.0,0.0,112,1,0,3.4,12.4,2022-10-19T18:30:00Z,76,0,0,0,0,12,0,21850,0,1,0,10.0,2,2246,4110,1864,45,True,0,Southampton,Senesi
Youri Tielemans,MID,Leicester,0.0,0,0,8,1,2.3,259,0.0,0.0,0.0,0.0,117,0,0,2.1,10.4,2022-10-20T19:15:00Z,90,0,0,0,0,12,0,180769,0,0,2,8.0,2,2518,10815,8297,63,True,1,Leeds,Tielemans
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,389,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,0,0,0,0,12,0,1061,0,0,0,0.0,0,-26,0,26,40,False,0,Brighton,Panzo
Romain Perraud,DEF,Southampton,0.0,1,3,33,1,26.8,417,0.0,0.0,0.0,0.0,112,0,0,8.0,31.6,2022-10-19T18:30:00Z,87,0,0,0,0,12,0,15175,0,1,0,22.0,11,4035,4543,508,44,False,1,Bournemouth,Perraud
Kristoffer Klaesson,GK,Leeds,0.0,0,0,0,0,0.0,236,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,54600,0,0,2,0.0,0,3515,5042,1527,39,False,0,Leicester,Klaesson
Harrison Reed,MID,Fulham,0.0,0,2,28,1,12.0,211,0.0,0.0,0.0,0.0,116,0,1,6.5,35.8,2022-10-20T18:30:00Z,72,0,0,0,0,12,0,124832,0,0,3,17.0,10,-5797,3594,9391,45,True,0,Aston Villa,Reed
Fábio Freitas Gouveia Carvalho,MID,Liverpool,0.0,0,0,6,0,17.8,296,0.0,0.0,0.0,0.0,118,0,0,2.9,7.4,2022-10-19T18:30:00Z,56,0,0,0,0,12,0,47592,0,0,1,4.0,1,814,3632,2818,54,True,0,West Ham,Carvalho
Clément Lenglet,DEF,Spurs,0.0,0,0,0,0,0.0,513,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,0,0,0,0,12,0,31397,0,0,2,0.0,0,-667,721,1388,48,False,0,Man Utd,Lenglet
Alexis Mac Allister,MID,Brighton,0.0,0,0,11,1,6.5,116,0.0,0.0,0.0,0.0,114,0,0,3.1,8.2,2022-10-18T18:30:00Z,90,0,0,0,0,12,0,708588,0,0,0,16.0,2,-2981,44200,47181,57,True,1,Nott'm Forest,Mac Allister
Joe Wormleighton,DEF,Leicester,0.0,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,0,0,0,2,0.0,0,0,0,0,40,True,0,Leeds,Wormleighton
Eberechi Eze,MID,Crystal Palace,0.0,0,3,32,0,36.3,169,0.0,0.0,0.0,0.0,115,1,1,11.3,42.8,2022-10-18T19:15:00Z,89,0,0,0,0,12,0,344181,0,1,2,34.0,10,44272,59600,15328,56,True,0,Wolves,Eze
Anthony Elanga,MID,Man Utd,0.0,0,0,3,0,1.0,344,0.0,0.0,0.0,0.0,119,0,0,0.1,0.4,2022-10-19T19:15:00Z,3,0,0,0,0,12,0,54677,0,0,2,0.0,1,-2966,330,3296,48,True,0,Spurs,Elanga
Luis Díaz,MID,Liverpool,0.0,0,0,0,0,0.0,293,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,1053313,0,0,1,0.0,0,-308658,619,309277,79,True,0,West Ham,Luis Díaz
Bobby De Cordova-Reid,MID,Fulham,0.0,0,0,13,1,29.0,205,0.0,0.0,0.0,0.0,116,0,0,4.1,12.4,2022-10-20T18:30:00Z,90,0,0,0,0,12,0,22994,0,0,3,0.0,3,-2589,1326,3915,55,True,0,Aston Villa,De Cordova-Reid
Alex Telles,DEF,Man Utd,0.0,0,0,0,0,0.0,334,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,0,0,0,0,12,0,2300,0,0,2,0.0,0,-13,0,13,50,True,0,Spurs,Telles
Bruno Guimarães Rodriguez Moura,MID,Newcastle,0.0,1,0,15,1,28.9,374,0.0,0.0,0.0,0.0,120,0,0,6.0,23.2,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,566555,0,0,1,8.0,6,96140,108131,11991,57,True,0,Everton,Bruno Guimarães
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0.0,545,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,0,0,0,0,12,0,256431,0,0,1,0.0,0,-12930,11790,24720,40,False,0,Liverpool,Emerson
João Filipe Iria Santos Moutinho,MID,Wolves,0.0,0,0,9,0,1.8,503,0.0,0.0,0.0,0.0,115,1,0,1.3,5.6,2022-10-18T19:15:00Z,32,0,0,0,0,12,0,48455,0,1,2,6.0,1,-924,919,1843,48,False,0,Crystal Palace,Moutinho
Ethan Pinnock,DEF,Brentford,0.0,0,0,27,1,0.8,92,0.0,0.0,0.0,0.0,113,0,0,3.2,27.2,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,3034,0,0,0,4.0,6,853,1065,212,44,True,0,Chelsea,Pinnock
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,0,0.0,347,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2022-10-19T19:15:00Z,0,0,0,0,0,12,0,2722,0,0,2,0.0,0,-79,32,111,44,True,0,Spurs,Pellistri
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,1,0,11.0,579,0.0,0.0,0.0,0.0,115,1,0,2.2,0.8,2022-10-18T19:15:00Z,32,0,0,0,0,12,0,31422,0,1,2,10.0,1,-2091,1573,3664,60,False,0,Crystal Palace,Guedes
Vicente Guaita,GK,Crystal Palace,0.0,0,0,13,0,0.0,152,0.0,0.0,0.0,0.0,115,1,0,2.3,23.2,2022-10-18T19:15:00Z,90,0,0,0,0,12,3,402586,0,1,2,0.0,3,42619,49296,6677,45,True,0,Wolves,Guaita
James Justin,DEF,Leicester,0.0,0,1,23,1,6.1,268,0.0,0.0,0.0,0.0,117,0,0,1.5,9.0,2022-10-20T19:15:00Z,90,0,0,0,0,12,0,219143,0,0,2,0.0,7,23914,31664,7750,43,True,0,Leeds,Justin
Çaglar Söyüncü,DEF,Leicester,0.0,0,0,0,0,0.0,267,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2022-10-20T19:15:00Z,0,0,0,0,0,12,0,29320,0,0,2,0.0,0,-813,467,1280,42,True,0,Leeds,Söyüncü
Hugo Lloris,GK,Spurs,0.0,0,0,29,0,0.0,425,0.0,0.0,0.0,0.0,119,2,0,5.3,53.2,2022-10-19T19:15:00Z,90,0,0,0,0,12,8,605761,0,0,2,0.0,3,-2133,20725,22858,55,False,0,Man Utd,Lloris
Nick Pope,GK,Newcastle,0.0,0,0,20,1,0.0,376,0.0,0.0,0.0,0.0,120,0,0,0.2,2.2,2022-10-19T18:30:00Z,90,0,0,0,0,12,0,2275676,0,0,1,0.0,6,20228,63736,43508,53,True,0,Everton,Pope
Oliver Skipp,MID,Spurs,0.0,0,0,2,0,0.5,441,0.0,0.0,0.0,0.0,119,0,0,0.1,0.2,2022-10-19T19:15:00Z,1,0,0,0,0,12,0,11900,0,0,2,0.0,1,-357,185,542,44,False,0,Man Utd,Skipp
Ryan Sessegnon,DEF,Spurs,0.0,0,0,1,0,0.5,436,0.0,0.0,0.0,0.0,119,0,0,0.4,0.0,2022-10-19T19:15:00Z,8,0,0,0,0,12,0,118019,0,0,2,4.0,1,-6435,2130,8565,45,False,0,Man Utd,R.Sessegnon
Ashley Young,DEF,Aston Villa,0.0,0,0,9,0,15.2,538,0.0,0.0,0.0,0.0,116,3,0,3.1,15.4,2022-10-20T18:30:00Z,90,0,0,0,0,12,0,181659,0,0,3,0.0,1,49822,57031,7209,44,False,0,Fulham,Young
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,119,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2022-10-18T18:30:00Z,0,0,0,0,0,12,0,5124,0,0,0,0.0,0,-79,160,239,45,True,0,Nott'm Forest,Sarmiento
Philip Billing,MID,Bournemouth,0.0,0,0,5,0,5.4,70,0.0,0.0,0.0,0.0,112,1,0,5.2,15.6,2022-10-19T18:30:00Z,82,0,0,0,0,12,0,231650,0,1,0,31.0,2,76896,84987,8091,53,True,0,Southampton,Billing
